CIF,Entidad_Norm,Provincia_Entidad,ID_ENTIDAD,NIF_COD,ACRONIMO,NOMBRE_ENTIDAD,Nombre_Entidad_Mostrar,TIPO_ENTIDAD_N1_1,TIPO_ENTIDAD_N2_1,DIRECCION_POSTAL,COD_POSTAL,COD_PROVINCIA,PROVINCIA,COD_CCAA,CCAA,ENLACE_WEB,SOMMA,TIPO_ENTIDAD_REGIONAL,ESTADO_x,CodigoInvente,DenominacionSocial,FormaJuridica_Codigo,FormaJuridica_Descripcion,NIF,codigoDir3,codigoOrigen,Provincia_Codigo,C_ID_UD_ORGANICA,C_DNM_UD_ORGANICA,C_ID_NIVEL_ADMON,C_ID_TIPO_ENT_PUBLICA,N_NIVEL_JERARQUICO,C_ID_DEP_UD_SUPERIOR,C_DNM_UD_ORGANICA_SUPERIOR,C_ID_DEP_UD_PRINCIPAL,C_DNM_UD_ORGANICA_PRINCIPAL,B_SW_DEP_EDP_PRINCIPAL,C_ID_DEP_EDP_PRINCIPAL,C_DNM_UD_ORGANICA_EDP_PRINCIPAL,C_ID_ESTADO,D_VIG_ALTA_OFICIAL,NIF_CIF,C_ID_AMB_PROVINCIA,C_DESC_PROV,CONTACTOS,List_Entidad_Norm,List_Provincia_Entidad,List_CIF,Id
,centro nacional de investigaciones oncologicas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,centro nacional de investigaciones oncologicas,,,
,centro nacional de investigaciones oncologicas carlos iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,centro nacional de investigaciones oncologicas carlos iii,,,
,centro nacional de investigaciones oncologicas cnio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,centro nacional de investigaciones oncologicas cnio,,,
,centro nacional de medicina tropical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,centro nacional de medicina tropical,,,
,centro nacional de microbiologia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,centro nacional de microbiologia,,,
,centro nacional de microbioogia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,centro nacional de microbioogia,,,
,centro nacional de referencia de encefalopatias espongiformes transmisibles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,centro nacional de referencia de encefalopatias espongiformes transmisibles,,,
,centro nacional de sanidad ambiental,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,centro nacional de sanidad ambiental,,,
,centro nacional de supercomputacion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,centro nacional de supercomputacion,,,
,centro nacional microbiologia virologia e inm sanitarias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,centro nacional microbiologia virologia e inm sanitarias,,,
,centro oceanografico baleares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,centro oceanografico baleares,,,
,centro oceanografico de baleares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,centro oceanografico de baleares,,,
,centro oceanografico de cadiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,centro oceanografico de cadiz,,,
,centro oceanografico de canarias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,centro oceanografico de canarias,,,
,centro oceanografico de canarias ieo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,centro oceanografico de canarias ieo,,,
,centro oceanografico de malaga fuengirola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,centro oceanografico de malaga fuengirola,,,
,centro oceanografico de murcia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,centro oceanografico de murcia,,,
,centro oceanografico de santander,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,centro oceanografico de santander,,,
,centro oceanografico de vigo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,centro oceanografico de vigo,,,
,centro oceanografico gijon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,centro oceanografico gijon,,,
,centro oncologico md anderson international espana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,centro oncologico md anderson international espana,,,
,centro para el desarrollo de la agricultura sostenible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,centro para el desarrollo de la agricultura sostenible,,,
,centro para las tecnologias inteligentes de la informacion y sus aplicaciones cetinia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,centro para las tecnologias inteligentes de la informacion y sus aplicaciones cetinia,,,
,centro pfizer u de granada junta de andalucia de genomica e investigacion oncologica genyo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,centro pfizer u de granada junta de andalucia de genomica e investigacion oncologica genyo,,,
,centro pfizer u de granada junta de andalucia de genomica e investigacion oncologica genyo centro pfizer u de granada junt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,centro pfizer u de granada junta de andalucia de genomica e investigacion oncologica genyo centro pfizer u de granada junt,,,
,centro politecnico superior de ingenieros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,centro politecnico superior de ingenieros,,,
,centro regional de estudios del agua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,centro regional de estudios del agua,,,
,centro regional de estudios del agua crea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,centro regional de estudios del agua crea,,,
,centro regional de hemodonacion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,centro regional de hemodonacion,,,
,centro regional de hemodonacion universidad de murcia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,centro regional de hemodonacion universidad de murcia,,,
,centro regional de hemodonacion universidad de murcia imib,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,centro regional de hemodonacion universidad de murcia imib,,,
,centro regional de investigacines biomedicas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,centro regional de investigacines biomedicas,,,
,centro regional de investigacion biomedica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,centro regional de investigacion biomedica,,,
,centro regional de investigaciones biomedicas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,centro regional de investigaciones biomedicas,,,
,centro regional de investigaciones biomedicas crib,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,centro regional de investigaciones biomedicas crib,,,
,centro regional de investigaciones biomedicas de la uclm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,centro regional de investigaciones biomedicas de la uclm,,,
,centro regional de investigaciones biomedicas fac medicina albacete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,centro regional de investigaciones biomedicas fac medicina albacete,,,
,centro regional de investigaciones biomedicas facultad de medicina de albacete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,centro regional de investigaciones biomedicas facultad de medicina de albacete,,,
,centro regional investigaciones biomedicas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,centro regional investigaciones biomedicas,,,
,centro singular de investigacion en medicina molecular y enfermedades cronicas cimus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,centro singular de investigacion en medicina molecular y enfermedades cronicas cimus,,,
,centro singular de investigacion en medicina molecular y enfermedades cronicas cimus universidad de santiago de compostela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,centro singular de investigacion en medicina molecular y enfermedades cronicas cimus universidad de santiago de compostela,,,
,centro singular de investigacion en medicina y enfermedades cronicas cimus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,centro singular de investigacion en medicina y enfermedades cronicas cimus,,,
,centro singular de investigacion en quimica biologica y materiales moleculares ciqus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,centro singular de investigacion en quimica biologica y materiales moleculares ciqus,,,
,centro singular de investigacion en quimica bioloxica e materiais moleculares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,centro singular de investigacion en quimica bioloxica e materiais moleculares,,,
,centro singular de investigacion en quimica bioloxica e materiais moleculars ciqus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,centro singular de investigacion en quimica bioloxica e materiais moleculars ciqus,,,
,centro singular de investigacion en tecnologias de la informacion de la universidad de santiago de compostela citius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,centro singular de investigacion en tecnologias de la informacion de la universidad de santiago de compostela citius,,,
,centro singular de investigacion en tecnoloxias da informacion citius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,centro singular de investigacion en tecnoloxias da informacion citius,,,
,centro social universitario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,centro social universitario,,,
,centro superior de estudios universitari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,centro superior de estudios universitari,,,
,centro tecn nal conservacion productos de la pesca cecopesca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,centro tecn nal conservacion productos de la pesca cecopesca,,,
,centro tecnologico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,centro tecnologico,,,
,centro tecnologico de automatica y robotica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,centro tecnologico de automatica y robotica,,,
,centro tecnologico de la transferencia de calor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,centro tecnologico de la transferencia de calor,,,
,centro tecnologico de vilanova i la geltru ctvg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,centro tecnologico de vilanova i la geltru ctvg,,,
,centro universitario cardenal cisneros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,centro universitario cardenal cisneros,,,
,centro universitario de la defensa de zaragoza cup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,centro universitario de la defensa de zaragoza cup,,,
,centro universitario de merida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,centro universitario de merida,,,
,centro universitario de osuna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,centro universitario de osuna,,,
,centro universitario de plasencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,centro universitario de plasencia,,,
,centro universitario eusa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,centro universitario eusa,,,
,centro universitario ucam cartagena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,centro universitario ucam cartagena,,,
,centro valenciano de estudios del riego cver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,centro valenciano de estudios del riego cver,,,
,centro waisman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,centro waisman,,,
,centros cientificos y tecnologicos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,centros cientificos y tecnologicos,,,
,centros del csic radicados en la comunidad autonoma de galicia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,centros del csic radicados en la comunidad autonoma de galicia,,,
,centros singulares de investigacion ciqus y cimus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,centros singulares de investigacion ciqus y cimus,,,
,cern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cern,,,
,cernep_centro de evaluacion y rehabilitacion neuropsicologica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cernep_centro de evaluacion y rehabilitacion neuropsicologica,,,
,cersyra valdepenas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cersyra valdepenas,,,
,cesam centro de estudos do ambiente e do mar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cesam centro de estudos do ambiente e do mar,,,
,ceu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ceu,,,
,ceu escuela internacional de doctorado ceindo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ceu escuela internacional de doctorado ceindo,,,
,cfz cobots s l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cfz cobots s l,,,
,chalmers university of technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chalmers university of technology,,,
,cham centro de historia d aquem e d alem mar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cham centro de historia d aquem e d alem mar,,,
,charite universitatsmedizin berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,charite universitatsmedizin berlin,,,
,charles university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,charles university,,,
,chillaron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chillaron,,,
,chillaron de cuenca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chillaron de cuenca,,,
,chinchilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chinchilla,,,
,chung yuan christian university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chung yuan christian university,,,
,ciaf albaladejito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ciaf albaladejito,,,
,ciag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ciag,,,
,ciaimbital_centro de investigacion en agrosistemas intensivos mediterraneos y biotecnologia agroalim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ciaimbital_centro de investigacion en agrosistemas intensivos mediterraneos y biotecnologia agroalim,,,
,ciale instituto hispano luso de investigaciones agrarias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ciale instituto hispano luso de investigaciones agrarias,,,
,ciapa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ciapa,,,
,ciber de enfermedades neurodegenerativas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ciber de enfermedades neurodegenerativas,,,
,cic biogune,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cic biogune,,,
,cic biomagune,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cic biomagune,,,
,ciderta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ciderta,,,
,cides_centro de investigacion de economia social,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cides_centro de investigacion de economia social,,,
,ciemat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ciemat,,,
,ciemat ceder csic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ciemat ceder csic,,,
,ciemat centro de investigaciones energeticas medioambientales y tecnologicas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ciemat centro de investigaciones energeticas medioambientales y tecnologicas,,,
,ciemat energias renovables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ciemat energias renovables,,,
,ciemat fisica de particulas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ciemat fisica de particulas,,,
,ciemat madrid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ciemat madrid,,,
,ciemat moncloa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ciemat moncloa,,,
,ciencia de la decisio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ciencia de la decisio,,,
,ciencia y tecnologia agroforestal y genetica etsiam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ciencia y tecnologia agroforestal y genetica etsiam,,,
,ciencias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ciencias,,,
,ciencias biologicas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ciencias biologicas,,,
,ciencias biologicas y ambientales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ciencias biologicas y ambientales,,,
,ciencias de la actividad fisica y del deporte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ciencias de la actividad fisica y del deporte,,,
,ciencias de la educacion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ciencias de la educacion,,,
,ciencias de la informacion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ciencias de la informacion,,,
,ciencias de la salud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ciencias de la salud,,,
,ciencias de la tierra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ciencias de la tierra,,,
,ciencias del mar y ambientales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ciencias del mar y ambientales,,,
,ciencias economicas empresariales y turismo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ciencias economicas empresariales y turismo,,,
,ciencias economicas y empresariales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ciencias economicas y empresariales,,,
,ciencias experimentales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ciencias experimentales,,,
,ciencias fisicas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ciencias fisicas,,,
,ciencias geologicas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ciencias geologicas,,,
,ciencias humanas y sociales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ciencias humanas y sociales,,,
,ciencias juridicas y sociales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ciencias juridicas y sociales,,,
,ciencias matematicas e informatica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ciencias matematicas e informatica,,,
,ciencias politicas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ciencias politicas,,,
,ciencias politicas sociales y de la comunicacion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ciencias politicas sociales y de la comunicacion,,,
,ciencias politicas y sociologia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ciencias politicas y sociologia,,,
,ciencias quimicas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ciencias quimicas,,,
,ciencias sociales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ciencias sociales,,,
,ciencias sociales juridicas y de la comunicacion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ciencias sociales juridicas y de la comunicacion,,,
,ciencias sociales y juridicas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ciencias sociales y juridicas,,,
,ciencies de la computacio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ciencies de la computacio,,,
,ciencies de la terra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ciencies de la terra,,,
,ciencies historiques i teoria de les arts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ciencies historiques i teoria de les arts,,,
,ciencies historiquesi teoria de les arts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ciencies historiquesi teoria de les arts,,,
,ciencies matematiques i informatica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ciencies matematiques i informatica,,,
,cies centro de investigacion experimentacion y servicio del champinon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cies centro de investigacion experimentacion y servicio del champinon,,,
,ciesol centro mixto de investigacion en energia solar ual ciemat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ciesol centro mixto de investigacion en energia solar ual ciemat,,,
,cima lab diagnostics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cima lab diagnostics,,,
,cime centro de investigacion en materiales estructuras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cime centro de investigacion en materiales estructuras,,,
,cimedes_centro de investigacion mediterraneo de economia y desarrollo sostenible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cimedes_centro de investigacion mediterraneo de economia y desarrollo sostenible,,,
,cimus centro de investigacion en medicina molecular y enfermedades cronicas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cimus centro de investigacion en medicina molecular y enfermedades cronicas,,,
,cimus centro singular de investigacion en medicina molecular y enfermidades cronicas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cimus centro singular de investigacion en medicina molecular y enfermidades cronicas,,,
,cinn csic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cinn csic,,,
,cinn csic centro de investigacion en nanomateriales y nanotecnologia csic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cinn csic centro de investigacion en nanomateriales y nanotecnologia csic,,,
,ciphcn centro de investigacion en patrimonio historico cultural y natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ciphcn centro de investigacion en patrimonio historico cultural y natural,,,
,ciqso centro de investigacion en quimica sostenible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ciqso centro de investigacion en quimica sostenible,,,
,ciqus centro singular de investigacion en quimica biologica y materiales moleculares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ciqus centro singular de investigacion en quimica biologica y materiales moleculares,,,
,ciqus centro singular de investigacion en quimica biologica y materiales moleculares ciqus centro singular de investigacion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ciqus centro singular de investigacion en quimica biologica y materiales moleculares ciqus centro singular de investigacion,,,
,cirad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cirad,,,
,cisap_centro de investigacion en salud y administracion publica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cisap_centro de investigacion en salud y administracion publica,,,
,cisot medio ambiente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cisot medio ambiente,,,
,cita ia2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cita ia2,,,
,citadelle erbil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,citadelle erbil,,,
,citcea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,citcea,,,
,citcem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,citcem,,,
,citcem centro de investigacao transdisciplinar cultura espaco e memoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,citcem centro de investigacao transdisciplinar cultura espaco e memoria,,,
,citius centro de investigacion en tecnoloxias da informacion de la usc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,citius centro de investigacion en tecnoloxias da informacion de la usc,,,
,citricultura y produccion vegetal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,citricultura y produccion vegetal,,,
,city university of london,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,city university of london,,,
,city university of new york,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,city university of new york,,,
,city university of new york cuny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,city university of new york cuny,,,
,ciudad real poblete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ciudad real poblete,,,
,clamber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clamber,,,
,clemson university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clemson university,,,
,clinica odontologica de la facultad de medicina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clinica odontologica de la facultad de medicina,,,
,clinica odontologica universitaria hospital morales meseguer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clinica odontologica universitaria hospital morales meseguer,,,
,clinica universidad de navarra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clinica universidad de navarra,,,
,clinica universitaria de navarra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clinica universitaria de navarra,,,
,cliniques universitaires saint luc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cliniques universitaires saint luc,,,
,cnic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cnic,,,
,cnr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cnr,,,
,cnrs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cnrs,,,
,cnrs universidad sorbona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cnrs universidad sorbona,,,
