CIF,Entidad_Norm,Provincia_Entidad,ID_ENTIDAD,NIF_COD,ACRONIMO,NOMBRE_ENTIDAD,Nombre_Entidad_Mostrar,TIPO_ENTIDAD_N1_1,TIPO_ENTIDAD_N2_1,DIRECCION_POSTAL,COD_POSTAL,COD_PROVINCIA,PROVINCIA,COD_CCAA,CCAA,ENLACE_WEB,SOMMA,TIPO_ENTIDAD_REGIONAL,ESTADO_x,CodigoInvente,DenominacionSocial,FormaJuridica_Codigo,FormaJuridica_Descripcion,NIF,codigoDir3,codigoOrigen,Provincia_Codigo,C_ID_UD_ORGANICA,C_DNM_UD_ORGANICA,C_ID_NIVEL_ADMON,C_ID_TIPO_ENT_PUBLICA,N_NIVEL_JERARQUICO,C_ID_DEP_UD_SUPERIOR,C_DNM_UD_ORGANICA_SUPERIOR,C_ID_DEP_UD_PRINCIPAL,C_DNM_UD_ORGANICA_PRINCIPAL,B_SW_DEP_EDP_PRINCIPAL,C_ID_DEP_EDP_PRINCIPAL,C_DNM_UD_ORGANICA_EDP_PRINCIPAL,C_ID_ESTADO,D_VIG_ALTA_OFICIAL,NIF_CIF,C_ID_AMB_PROVINCIA,C_DESC_PROV,CONTACTOS,List_Entidad_Norm,List_Provincia_Entidad,List_CIF,Id
,lancaster university universidad de lancaster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lancaster university universidad de lancaster,,,
,larcel bionand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,larcel bionand,,,
,lawrence berkeley national laboratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lawrence berkeley national laboratory,,,
,lawrence berkeley national laboratory berkeley lab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lawrence berkeley national laboratory berkeley lab,,,
,leavey school of business,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,leavey school of business,,,
,leeds beckett university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,leeds beckett university,,,
,leibniz gemeinschaft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,leibniz gemeinschaft,,,
,leibniz institut fur analytische wissenschaften,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,leibniz institut fur analytische wissenschaften,,,
,leibniz institut fur analytische wissenschaften isas e v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,leibniz institut fur analytische wissenschaften isas e v,,,
,leibniz institute for baltic sea research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,leibniz institute for baltic sea research,,,
,leiden institute of chemistry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,leiden institute of chemistry,,,
,leiden university medical center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,leiden university medical center,,,
,lenguajes y sistemas informaticos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lenguajes y sistemas informaticos,,,
,lezuza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lezuza,,,
,libera universita internazionale degli studi sociali guido carli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,libera universita internazionale degli studi sociali guido carli,,,
,licet literatura contemporania estudis teorics i comparatius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,licet literatura contemporania estudis teorics i comparatius,,,
,lilly research center erl wood manor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lilly research center erl wood manor,,,
,linguistica aplicada a la ciencia y a la tecnologia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,linguistica aplicada a la ciencia y a la tecnologia,,,
,linkoping university liu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,linkoping university liu,,,
,lipids en patologia humana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lipids en patologia humana,,,
,litem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,litem,,,
,litiasi renal i biomineralitzacio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,litiasi renal i biomineralitzacio,,,
,loma linda university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,loma linda university,,,
,london school of economics and political science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,london school of economics and political science,,,
,los almadenes hellin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,los almadenes hellin,,,
,loughborough university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,loughborough university,,,
,louisiana state university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,louisiana state university,,,
,luca school of arts bruselas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,luca school of arts bruselas,,,
,ludwig maximiliams universitat munchen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ludwig maximiliams universitat munchen,,,
,ludwig maximilians universitat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ludwig maximilians universitat,,,
,ludwig maximilians universitat munchen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ludwig maximilians universitat munchen,,,
,luiss guido carli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,luiss guido carli,,,
,lulea university of technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lulea university of technology,,,
,lund university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lund university,,,
,lund university faculty of biology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lund university faculty of biology,,,
,luxembourg institute of science and technology list,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,luxembourg institute of science and technology list,,,
,lydia becker institute of immunology and inflammation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lydia becker institute of immunology and inflammation,,,
,lyles school of civil engineering purdue university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lyles school of civil engineering purdue university,,,
,madrid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,madrid,,,
,madrid moncloa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,madrid moncloa,,,
,malagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,malagon,,,
,management school lancaster university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,management school lancaster university,,,
,manchester metropolitan university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,manchester metropolitan university,,,
,manuel francisco rabano llamas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,manuel francisco rabano llamas,,,
,markinlove sl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,markinlove sl,,,
,massachusetts general hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,massachusetts general hospital,,,
,massachusetts institute of technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,massachusetts institute of technology,,,
,massachusetts institute of technology mit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,massachusetts institute of technology mit,,,
,matematica aplicada a las tecnologias de la informacion y las comunicaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,matematica aplicada a las tecnologias de la informacion y las comunicaciones,,,
,matematicas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,matematicas,,,
,materiales magneticos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,materiales magneticos,,,
,materiales organicos y funcionales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,materiales organicos y funcionales,,,
,materials science and engineering and chemical engineer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,materials science and engineering and chemical engineer,,,
,mathematical institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mathematical institute,,,
,max planck geselleschaft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,max planck geselleschaft,,,
,max planck institut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,max planck institut,,,
,max planck institut fur auslandisches und internationales strafrecht,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,max planck institut fur auslandisches und internationales strafrecht,,,
,max planck institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,max planck institute,,,
,max planck institute for biophysical chemistry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,max planck institute for biophysical chemistry,,,
,max planck institute for evolutionary anthropology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,max planck institute for evolutionary anthropology,,,
,max planck institute for foreign and international criminal law,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,max planck institute for foreign and international criminal law,,,
,max planck institute for innovation and competition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,max planck institute for innovation and competition,,,
,max planck institute for international european and regulatory procedural law,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,max planck institute for international european and regulatory procedural law,,,
,max planck institute fur auslandisches und internationales strafrecht,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,max planck institute fur auslandisches und internationales strafrecht,,,
,max planck society,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,max planck society,,,
,max plank institute for intelligent systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,max plank institute for intelligent systems,,,
,max weber kolleg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,max weber kolleg,,,
,mcgill university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mcgill university,,,
,mecanica de fluidos computacional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mecanica de fluidos computacional,,,
,mecanica de medios continuos teoria de estructuras e ingeneria del terreno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mecanica de medios continuos teoria de estructuras e ingeneria del terreno,,,
,media innovation lab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media innovation lab,,,
,medical research council the university of edinburgh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,medical research council the university of edinburgh,,,
,medical university of innsbruck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,medical university of innsbruck,,,
,medicina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,medicina,,,
,medicina celular y molecular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,medicina celular y molecular,,,
,medio marino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,medio marino,,,
,memorial university of newfoundland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,memorial university of newfoundland,,,
,metalurgica fisica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,metalurgica fisica,,,
,michigan state university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,michigan state university,,,
,michigan technological university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,michigan technological university,,,
,microbiologia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,microbiologia,,,
,microbiologia dpt biologia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,microbiologia dpt biologia,,,
,microbiologia molecular y biologia de las infecciones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,microbiologia molecular y biologia de las infecciones,,,
,middlesex university higher education corporation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,middlesex university higher education corporation,,,
,mideciant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mideciant,,,
,minglanilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minglanilla,,,
,minglanilla iniesta y la pesquera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minglanilla iniesta y la pesquera,,,
,ministerio de educacion superior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ministerio de educacion superior,,,
,mirage technologies s l u,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mirage technologies s l u,,,
,mision biologica de galicia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mision biologica de galicia,,,
,mision biologica de galicia mbg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mision biologica de galicia mbg,,,
,mision bioloxica de galicia do csic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mision bioloxica de galicia do csic,,,
,modulo de investigacion cibernetica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,modulo de investigacion cibernetica,,,
,molecular and behavioral neuroscience institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,molecular and behavioral neuroscience institute,,,
,molecular oncology program,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,molecular oncology program,,,
,molina de aragon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,molina de aragon,,,
,monash institute of cognitive and clinical neurociences miccn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,monash institute of cognitive and clinical neurociences miccn,,,
,monash institute of cognitive and clinical neurosciences miccn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,monash institute of cognitive and clinical neurosciences miccn,,,
,monash university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,monash university,,,
,moncloa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,moncloa,,,
,mondragon unibertsitatea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mondragon unibertsitatea,,,
,mondragon unibertsitatea s coop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mondragon unibertsitatea s coop,,,
,monell chemical senses center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,monell chemical senses center,,,
,montiel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,montiel,,,
,moorepark food research centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,moorepark food research centre,,,
,mora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mora,,,
,motilleja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,motilleja,,,
,mount sinai icahn school of medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mount sinai icahn school of medicine,,,
,movilfrio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,movilfrio,,,
,multiscan technologies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multiscan technologies,,,
,multiscan technologies sl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multiscan technologies sl,,,
,museo arqueologico de murcia museo del teatro romano de cartagena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,museo arqueologico de murcia museo del teatro romano de cartagena,,,
,museo de sta cruz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,museo de sta cruz,,,
,museo del teatro romano de cartagena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,museo del teatro romano de cartagena,,,
,museo geominero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,museo geominero,,,
,museo nacional de ciencias naturales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,museo nacional de ciencias naturales,,,
,museo nacional de ciencias naturales mncn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,museo nacional de ciencias naturales mncn,,,
,museo nacional de ciencias naturales mncn departamento de biogeografia y cambio global,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,museo nacional de ciencias naturales mncn departamento de biogeografia y cambio global,,,
,museum national d histoire naturelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,museum national d histoire naturelle,,,
,museum national d histoire naturelle cnrs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,museum national d histoire naturelle cnrs,,,
,music department,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,music department,,,
,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na,,,
,nanjing university information technology science nuist universidad de ciencias en tecnologias de la informacion de nanjing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nanjing university information technology science nuist universidad de ciencias en tecnologias de la informacion de nanjing,,,
,nanolab laboratorio de nanoelectronica y nanomateriales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nanolab laboratorio de nanoelectronica y nanomateriales,,,
,nanyang technological university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nanyang technological university,,,
,nanyang technological university ntu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nanyang technological university ntu,,,
,napier university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,napier university,,,
,nara institute of science and technology naist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nara institute of science and technology naist,,,
,nasa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nasa,,,
,national center for microscopy and imaging research school of medicine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,national center for microscopy and imaging research school of medicine,,,
,national food institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,national food institute,,,
,national institute of health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,national institute of health,,,
,national institute of standards and technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,national institute of standards and technology,,,
,national institutes of health nih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,national institutes of health nih,,,
,national renewable energy laboratory nrel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,national renewable energy laboratory nrel,,,
,national research institute of science and technology for environment and agriculture irstea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,national research institute of science and technology for environment and agriculture irstea,,,
,national university of ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,national university of ireland,,,
,national university of ireland maynooth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,national university of ireland maynooth,,,
,national university of ireland maynooth maynooth university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,national university of ireland maynooth maynooth university,,,
,national university of singapore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,national university of singapore,,,
,natural resources institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,natural resources institute,,,
,navalmoralejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,navalmoralejo,,,
,navarrabiomed fundacion miguel servet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,navarrabiomed fundacion miguel servet,,,
,nerpio yeste y elche de la sierra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nerpio yeste y elche de la sierra,,,
,neurociencia cognitivo afectiva y psicologia clinica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neurociencia cognitivo afectiva y psicologia clinica,,,
,neurociencias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neurociencias,,,
,neurofarmacologia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neurofarmacologia,,,
,new york university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,new york university,,,
,new zealand crown research institutes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,new zealand crown research institutes,,,
,newcastle law school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newcastle law school,,,
,newcastle university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newcastle university,,,
,nibrt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nibrt,,,
,nimar netherland institute in morocco universidad de leiden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nimar netherland institute in morocco universidad de leiden,,,
,no es un proyecto coordinado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no es un proyecto coordinado,,,
,no hay invetigador 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no hay invetigador 2,,,
,no hay ip 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no hay ip 2,,,
,no procede,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no procede,,,
,noaa national severe storms laboratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,noaa national severe storms laboratory,,,
,northeastern university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,northeastern university,,,
,northern arizona university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,northern arizona university,,,
,northwestern university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,northwestern university,,,
,norwegian radiation protection authority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,norwegian radiation protection authority,,,
,notre dame university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,notre dame university,,,
,nottingham trent university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nottingham trent university,,,
,nova information management school universidade nova de lisboa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nova information management school universidade nova de lisboa,,,
,nova school of business and economics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nova school of business and economics,,,
,nstituto andaluz de ciencias de la tierra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nstituto andaluz de ciencias de la tierra,,,
,nucleo de alteracoes climaticas e ativos de biodiversidade nacab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nucleo de alteracoes climaticas e ativos de biodiversidade nacab,,,
,nuevas tecnologias y procesos alimentarios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nuevas tecnologias y procesos alimentarios,,,
,numancia de la sagra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numancia de la sagra,,,
,nutricio comunitaria i estres oxidatiu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutricio comunitaria i estres oxidatiu,,,
,nutricio salut i benestar monogastrics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutricio salut i benestar monogastrics,,,
,nutricio salut i benestar remugants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutricio salut i benestar remugants,,,
,nutricion animal mas de bover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutricion animal mas de bover,,,
,nutrigenomica i obesitat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nutrigenomica i obesitat,,,
,observatori de bioetica i dret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,observatori de bioetica i dret,,,
,observatori del sistema penal i els drets humans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,observatori del sistema penal i els drets humans,,,
,observatorio astronomico de valencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,observatorio astronomico de valencia,,,
,observatorio astronomico nacional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,observatorio astronomico nacional,,,
,observatorio astronomico ramon maria aller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,observatorio astronomico ramon maria aller,,,
,observatorio de fisica cosmica del ebro oe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,observatorio de fisica cosmica del ebro oe,,,
,observatorio geofisico central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,observatorio geofisico central,,,
,observatorio local de empleo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,observatorio local de empleo,,,
,observatorio ocupacional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,observatorio ocupacional,,,
,observatoroi roque de los muchachos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,observatoroi roque de los muchachos,,,
,observatory on european migration law,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,observatory on european migration law,,,
,oficina de canarias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oficina de canarias,,,
