Id_NIVEL_1;Id_NIVEL_0;ID_ENTIDAD_NIVEL_0;ID_ENTIDAD_NIVEL_1;Jerarquia;NIF_COD_NIVEL_0;ACRONIMO_NIVEL_0;NOMBRE_ENTIDAD_NIVEL_0;Nombre_Entidad_Mostrar_NIVEL_0;TIPO_ENTIDAD_N1_1_NIVEL_0;TIPO_ENTIDAD_N2_1_NIVEL_0;DIRECCION_POSTAL_NIVEL_0;COD_POSTAL_NIVEL_0;COD_PROVINCIA_NIVEL_0;PROVINCIA_NIVEL_0;COD_CCAA_NIVEL_0;CCAA_NIVEL_0;ENLACE_WEB_NIVEL_0;SOMMA_NIVEL_0;TIPO_ENTIDAD_REGIONAL_NIVEL_0;ESTADO_x_NIVEL_0;NIF_COD_NIVEL_1;ACRONIMO_NIVEL_1;NOMBRE_ENTIDAD_NIVEL_1;Nombre_Entidad_Mostrar_NIVEL_1;TIPO_ENTIDAD_N1_1_NIVEL_1;TIPO_ENTIDAD_N2_1_NIVEL_1;DIRECCION_POSTAL_NIVEL_1;COD_POSTAL_NIVEL_1;COD_PROVINCIA_NIVEL_1;PROVINCIA_NIVEL_1;COD_CCAA_NIVEL_1;CCAA_NIVEL_1;ENLACE_WEB_NIVEL_1;SOMMA_NIVEL_1;TIPO_ENTIDAD_REGIONAL_NIVEL_1;ESTADO_x_NIVEL_1;Entidad_NIVEL_0;Entidad_Norm_NIVEL_0;CIF_NIVEL_0;Provincia_Entidad_NIVEL_0;Entidad_NIVEL_1;Entidad_Norm_NIVEL_1;CIF_NIVEL_1;Provincia_Entidad_NIVEL_1
941;1290;1317.0;955.0;Nodo de ICTS Distribuida; ;IOT;Infraestructura de Tecnologías Ómicas (Omics Tech);Infraestructura de Tecnologías Ómicas (Omics Tech);Infraestructura Científico Técnica Singular (ICTS);ICTS Distribuida; ;;; ;;Sin localización única;https://www.omicstech.es/; ; ;ACTIVO; ;PM-COS;Plataforma de Metabolómica del Centro de Ciencias Ómicas;Plataforma de Metabolómica del Centro de Ciencias Ómicas;Infraestructura;Infraestructura propia;Avenida Universitat 1, Reus;43204.0;43.0;Tarragona;9.0;Cataluña;https://www.omicstech.es/areas/metabolomics; ; ;ACTIVO;Infraestructura de Tecnologías Ómicas (Omics Tech);infraestructura de tecnologias omicas omics tech; ;;Plataforma de Metabolómica del Centro de Ciencias Ómicas;plataforma de metabolomica del centro de ciencias omicas; ;43.0
913;1291;1318.0;922.0;Nodo de ICTS Distribuida; ;NANBIOSIS;Infraestructura Integrada de Producción y Caracterización de Nanomateriales, Biomateriales y Sistemas en Biomedicina (NANBIOSIS);Infraestructura Integrada de Producción y Caracterización de Nanomateriales, Biomateriales y Sistemas en Biomedicina (NANBIOSIS);Infraestructura Científico Técnica Singular (ICTS);ICTS Distribuida; ;;; ;;Sin localización única;https://www.nanbiosis.es/; ; ;ACTIVO;G10347417;FCCMIJU;FUNDACION CENTRO DE CIRUGIA DE MINIMA INVASION JESUS USON FCCMIJU;Fundación Centro de Cirugía de Mínima Invasión Jesús Usón;Organismo de I+D Regional;Centro/Instituto propio;Carretera N-521, km 41,8;10071.0;10.0;Cáceres;11.0;Extremadura;https://www.ccmijesususon.com/ccmiju/; ; ;ACTIVO;Infraestructura Integrada de Producción y Caracterización de Nanomateriales, Biomateriales y Sistemas en Biomedicina (NANBIOSIS);infraestructura integrada de produccion y caracterizacion de nanomateriales biomateriales y sistemas en biomedicina nanbiosis; ;;Fundación Centro de Cirugía de Mínima Invasión Jesús Usón;fundacion centro de cirugia de minima invasion jesus uson;G10347417;10.0
916;1291;1318.0;925.0;Nodo de ICTS Distribuida; ;NANBIOSIS;Infraestructura Integrada de Producción y Caracterización de Nanomateriales, Biomateriales y Sistemas en Biomedicina (NANBIOSIS);Infraestructura Integrada de Producción y Caracterización de Nanomateriales, Biomateriales y Sistemas en Biomedicina (NANBIOSIS);Infraestructura Científico Técnica Singular (ICTS);ICTS Distribuida; ;;; ;;Sin localización única;https://www.nanbiosis.es/; ; ;ACTIVO; ;BIONAND;CENTRO DE ANDALUZ DE NANOMEDICINA Y BIOTECNOLOGIA BIONAND;Centro de Andaluz de Nanomedicina y Biotecnología;Centro de Investigación;Centro/Instituto propio;Calle Severo Ochoa, 35;29590.0;29.0;Málaga;1.0;Andalucía;https://www.bionand.es/; ; ;ACTIVO;Infraestructura Integrada de Producción y Caracterización de Nanomateriales, Biomateriales y Sistemas en Biomedicina (NANBIOSIS);infraestructura integrada de produccion y caracterizacion de nanomateriales biomateriales y sistemas en biomedicina nanbiosis; ;;Centro de Andaluz de Nanomedicina y Biotecnología;centro de andaluz de nanomedicina y biotecnologia; ;29.0
1240;1291;1318.0;1264.0;Nodo de ICTS Distribuida; ;NANBIOSIS;Infraestructura Integrada de Producción y Caracterización de Nanomateriales, Biomateriales y Sistemas en Biomedicina (NANBIOSIS);Infraestructura Integrada de Producción y Caracterización de Nanomateriales, Biomateriales y Sistemas en Biomedicina (NANBIOSIS);Infraestructura Científico Técnica Singular (ICTS);ICTS Distribuida; ;;; ;;Sin localización única;https://www.nanbiosis.es/; ; ;ACTIVO; ;IBB; ;Institut de Biotecnologia i de Biomedicina;Centro de Investigación;Centro/Instituto propio;Bellaterra-Cerdanyola del Vallés;8193.0;8.0;Barcelona;9.0;Cataluña;https://ibb.uab.cat/; ; ;ACTIVO;Infraestructura Integrada de Producción y Caracterización de Nanomateriales, Biomateriales y Sistemas en Biomedicina (NANBIOSIS);infraestructura integrada de produccion y caracterizacion de nanomateriales biomateriales y sistemas en biomedicina nanbiosis; ;;Institut de Biotecnologia i de Biomedicina;institut de biotecnologia i de biomedicina; ;8.0
1241;1291;1318.0;1265.0;Nodo de ICTS Distribuida; ;NANBIOSIS;Infraestructura Integrada de Producción y Caracterización de Nanomateriales, Biomateriales y Sistemas en Biomedicina (NANBIOSIS);Infraestructura Integrada de Producción y Caracterización de Nanomateriales, Biomateriales y Sistemas en Biomedicina (NANBIOSIS);Infraestructura Científico Técnica Singular (ICTS);ICTS Distribuida; ;;; ;;Sin localización única;https://www.nanbiosis.es/; ; ;ACTIVO; ;NANOMOL; ;Centre of Nanotechnology and Molecular Materials;Unidad/Grupo de Investigación;Grupo Investigación propio;Campus de la UAB, Bellaterra;8193.0;8.0;Barcelona;9.0;Cataluña;https://nanomol.icmab.es//; ; ;ACTIVO;Infraestructura Integrada de Producción y Caracterización de Nanomateriales, Biomateriales y Sistemas en Biomedicina (NANBIOSIS);infraestructura integrada de produccion y caracterizacion de nanomateriales biomateriales y sistemas en biomedicina nanbiosis; ;;Centre of Nanotechnology and Molecular Materials;centre of nanotechnology and molecular materials; ;8.0
1269;1291;1318.0;1295.0;Nodo de ICTS Distribuida; ;NANBIOSIS;Infraestructura Integrada de Producción y Caracterización de Nanomateriales, Biomateriales y Sistemas en Biomedicina (NANBIOSIS);Infraestructura Integrada de Producción y Caracterización de Nanomateriales, Biomateriales y Sistemas en Biomedicina (NANBIOSIS);Infraestructura Científico Técnica Singular (ICTS);ICTS Distribuida; ;;; ;;Sin localización única;https://www.nanbiosis.es/; ; ;ACTIVO; ;CIBBIM; ;Clinical Nanomedicine and Advanced Therapies Research Center.;Centro de Investigación;Centro/Instituto propio;Passeig Vall d’Hebron, 119-129;8035.0;8.0;Barcelona;9.0;Cataluña;http://www.cibbim.eu/; ; ;ACTIVO;Infraestructura Integrada de Producción y Caracterización de Nanomateriales, Biomateriales y Sistemas en Biomedicina (NANBIOSIS);infraestructura integrada de produccion y caracterizacion de nanomateriales biomateriales y sistemas en biomedicina nanbiosis; ;;Clinical Nanomedicine and Advanced Therapies Research Center.;clinical nanomedicine and advanced therapies research center; ;8.0
1270;1291;1318.0;1296.0;Nodo de ICTS Distribuida; ;NANBIOSIS;Infraestructura Integrada de Producción y Caracterización de Nanomateriales, Biomateriales y Sistemas en Biomedicina (NANBIOSIS);Infraestructura Integrada de Producción y Caracterización de Nanomateriales, Biomateriales y Sistemas en Biomedicina (NANBIOSIS);Infraestructura Científico Técnica Singular (ICTS);ICTS Distribuida; ;;; ;;Sin localización única;https://www.nanbiosis.es/; ; ;ACTIVO; ; ; ;Grupo de Investigación Oncogènesi i Antitumorals;Unidad/Grupo de Investigación;Grupo Investigación propio;Carrer Sant Quintí, 77-79;8041.0;8.0;Barcelona;9.0;Cataluña;http://www.recercasantpau.cat/grup/oncogenesi-i-antitumorals/; ; ;ACTIVO;Infraestructura Integrada de Producción y Caracterización de Nanomateriales, Biomateriales y Sistemas en Biomedicina (NANBIOSIS);infraestructura integrada de produccion y caracterizacion de nanomateriales biomateriales y sistemas en biomedicina nanbiosis; ;;Grupo de Investigación Oncogènesi i Antitumorals;grupo de investigacion oncogenesi i antitumorals; ;8.0
1271;1291;1318.0;1297.0;Nodo de ICTS Distribuida; ;NANBIOSIS;Infraestructura Integrada de Producción y Caracterización de Nanomateriales, Biomateriales y Sistemas en Biomedicina (NANBIOSIS);Infraestructura Integrada de Producción y Caracterización de Nanomateriales, Biomateriales y Sistemas en Biomedicina (NANBIOSIS);Infraestructura Científico Técnica Singular (ICTS);ICTS Distribuida; ;;; ;;Sin localización única;https://www.nanbiosis.es/; ; ;ACTIVO; ;NanoBioCel; ;Grupo de Micro y Nano Tecnologías, Biomateriales y Células;Unidad/Grupo de Investigación;Grupo Investigación propio;Paseo de la Universidad, 7, Vitoria-Gasteiz;1006.0;1.0;Araba/Álava;16.0;País Vasco;https://www.ehu.eus/es/web/nanobiocel/home; ; ;ACTIVO;Infraestructura Integrada de Producción y Caracterización de Nanomateriales, Biomateriales y Sistemas en Biomedicina (NANBIOSIS);infraestructura integrada de produccion y caracterizacion de nanomateriales biomateriales y sistemas en biomedicina nanbiosis; ;;Grupo de Micro y Nano Tecnologías, Biomateriales y Células;grupo de micro y nano tecnologias biomateriales y celulas; ;1.0
1272;1291;1318.0;1298.0;Nodo de ICTS Distribuida; ;NANBIOSIS;Infraestructura Integrada de Producción y Caracterización de Nanomateriales, Biomateriales y Sistemas en Biomedicina (NANBIOSIS);Infraestructura Integrada de Producción y Caracterización de Nanomateriales, Biomateriales y Sistemas en Biomedicina (NANBIOSIS);Infraestructura Científico Técnica Singular (ICTS);ICTS Distribuida; ;;; ;;Sin localización única;https://www.nanbiosis.es/; ; ;ACTIVO; ;CCC-UAH; ;Centro de Cultivos Celulares;Centro de Investigación;Centro/Instituto propio;Avenida de Madrid, Km 33,6, Alcalá de Henares;28871.0;28.0;Madrid;13.0;Madrid, Comunidad de;http://www3.uah.es/caimedicinabiologia/index.php/paginas/28-cultivos-celulares; ; ;ACTIVO;Infraestructura Integrada de Producción y Caracterización de Nanomateriales, Biomateriales y Sistemas en Biomedicina (NANBIOSIS);infraestructura integrada de produccion y caracterizacion de nanomateriales biomateriales y sistemas en biomedicina nanbiosis; ;;Centro de Cultivos Celulares;centro de cultivos celulares; ;28.0
1273;1291;1318.0;1299.0;Nodo de ICTS Distribuida; ;NANBIOSIS;Infraestructura Integrada de Producción y Caracterización de Nanomateriales, Biomateriales y Sistemas en Biomedicina (NANBIOSIS);Infraestructura Integrada de Producción y Caracterización de Nanomateriales, Biomateriales y Sistemas en Biomedicina (NANBIOSIS);Infraestructura Científico Técnica Singular (ICTS);ICTS Distribuida; ;;; ;;Sin localización única;https://www.nanbiosis.es/; ; ;ACTIVO; ;GABRMN; ;Grup d'Aplicacions Biomèdiques de la Ressonància Magnètica Nuclear;Unidad/Grupo de Investigación;Grupo Investigación propio;Campus Bellaterra;8193.0;8.0;Barcelona;9.0;Cataluña;http://gabrmn.uab.es/; ; ;ACTIVO;Infraestructura Integrada de Producción y Caracterización de Nanomateriales, Biomateriales y Sistemas en Biomedicina (NANBIOSIS);infraestructura integrada de produccion y caracterizacion de nanomateriales biomateriales y sistemas en biomedicina nanbiosis; ;;Grup d'Aplicacions Biomèdiques de la Ressonància Magnètica Nuclear;grup d aplicacions biomediques de la ressonancia magnetica nuclear; ;8.0
1274;1291;1318.0;1300.0;Nodo de ICTS Distribuida; ;NANBIOSIS;Infraestructura Integrada de Producción y Caracterización de Nanomateriales, Biomateriales y Sistemas en Biomedicina (NANBIOSIS);Infraestructura Integrada de Producción y Caracterización de Nanomateriales, Biomateriales y Sistemas en Biomedicina (NANBIOSIS);Infraestructura Científico Técnica Singular (ICTS);ICTS Distribuida; ;;; ;;Sin localización única;https://www.nanbiosis.es/; ; ;ACTIVO; ;LabIMM; ;Laboratorio de Imagen Molecular y Metabolómica;Infraestructura;Infraestructura propia;Carrer Dr. Moliner, 50;46100.0;46.0;Valencia/València;10.0;Comunitat Valenciana;https://www.uv.es/uvweb/servicio-central-soporte-investigacion-experimental/es/ucim/secciones-ucim/imagen-molecular-metabolomica/presentacion-1285876880949.html; ; ;ACTIVO;Infraestructura Integrada de Producción y Caracterización de Nanomateriales, Biomateriales y Sistemas en Biomedicina (NANBIOSIS);infraestructura integrada de produccion y caracterizacion de nanomateriales biomateriales y sistemas en biomedicina nanbiosis; ;;Laboratorio de Imagen Molecular y Metabolómica;laboratorio de imagen molecular y metabolomica; ;46.0
1275;1291;1318.0;1301.0;Nodo de ICTS Distribuida; ;NANBIOSIS;Infraestructura Integrada de Producción y Caracterización de Nanomateriales, Biomateriales y Sistemas en Biomedicina (NANBIOSIS);Infraestructura Integrada de Producción y Caracterización de Nanomateriales, Biomateriales y Sistemas en Biomedicina (NANBIOSIS);Infraestructura Científico Técnica Singular (ICTS);ICTS Distribuida; ;;; ;;Sin localización única;https://www.nanbiosis.es/; ; ;ACTIVO; ;UN-BIONAND; ;Unidad de NanoImagen;Infraestructura;Infraestructura propia;Calle Severo Ochoa, 35,;29590.0;29.0;Málaga;1.0;Andalucía;https://www.bionand.es/es/nano-imaging-unit; ; ;ACTIVO;Infraestructura Integrada de Producción y Caracterización de Nanomateriales, Biomateriales y Sistemas en Biomedicina (NANBIOSIS);infraestructura integrada de produccion y caracterizacion de nanomateriales biomateriales y sistemas en biomedicina nanbiosis; ;;Unidad de NanoImagen;unidad de nanoimagen; ;29.0
1276;1291;1318.0;1302.0;Nodo de ICTS Distribuida; ;NANBIOSIS;Infraestructura Integrada de Producción y Caracterización de Nanomateriales, Biomateriales y Sistemas en Biomedicina (NANBIOSIS);Infraestructura Integrada de Producción y Caracterización de Nanomateriales, Biomateriales y Sistemas en Biomedicina (NANBIOSIS);Infraestructura Científico Técnica Singular (ICTS);ICTS Distribuida; ;;; ;;Sin localización única;https://www.nanbiosis.es/; ; ;ACTIVO; ;Nb4D; ;Nanobiotechnology for Diagnostics Group;Unidad/Grupo de Investigación;Grupo Investigación propio;Carrer de Jordi Girona, 20;8034.0;8.0;Barcelona;9.0;Cataluña;http://nb4d.iqac.csic.es/nb4d/; ; ;ACTIVO;Infraestructura Integrada de Producción y Caracterización de Nanomateriales, Biomateriales y Sistemas en Biomedicina (NANBIOSIS);infraestructura integrada de produccion y caracterizacion de nanomateriales biomateriales y sistemas en biomedicina nanbiosis; ;;Nanobiotechnology for Diagnostics Group;nanobiotechnology for diagnostics group; ;8.0
1277;1291;1318.0;1303.0;Nodo de ICTS Distribuida; ;NANBIOSIS;Infraestructura Integrada de Producción y Caracterización de Nanomateriales, Biomateriales y Sistemas en Biomedicina (NANBIOSIS);Infraestructura Integrada de Producción y Caracterización de Nanomateriales, Biomateriales y Sistemas en Biomedicina (NANBIOSIS);Infraestructura Científico Técnica Singular (ICTS);ICTS Distribuida; ;;; ;;Sin localización única;https://www.nanbiosis.es/; ; ;ACTIVO; ;CAbs; ;Custom Antibody Service;Infraestructura;Infraestructura propia;Carrer de Jordi Girona, 21;8035.0;8.0;Barcelona;9.0;Cataluña;https://www.iqac.csic.es/facilities/custom-antibodies/; ; ;ACTIVO;Infraestructura Integrada de Producción y Caracterización de Nanomateriales, Biomateriales y Sistemas en Biomedicina (NANBIOSIS);infraestructura integrada de produccion y caracterizacion de nanomateriales biomateriales y sistemas en biomedicina nanbiosis; ;;Custom Antibody Service;custom antibody service; ;8.0
1278;1291;1318.0;1304.0;Nodo de ICTS Distribuida; ;NANBIOSIS;Infraestructura Integrada de Producción y Caracterización de Nanomateriales, Biomateriales y Sistemas en Biomedicina (NANBIOSIS);Infraestructura Integrada de Producción y Caracterización de Nanomateriales, Biomateriales y Sistemas en Biomedicina (NANBIOSIS);Infraestructura Científico Técnica Singular (ICTS);ICTS Distribuida; ;;; ;;Sin localización única;https://www.nanbiosis.es/; ; ;ACTIVO; ; ; ;Servicio de Caracterización de Dispersiones Coloidales;Infraestructura;Infraestructura propia;Carrer de Jordi Girona, 22;8036.0;8.0;Barcelona;9.0;Cataluña;https://www.iqac.csic.es/es/servicios/caracterizacion-de-dispersiones-coloidales/; ; ;ACTIVO;Infraestructura Integrada de Producción y Caracterización de Nanomateriales, Biomateriales y Sistemas en Biomedicina (NANBIOSIS);infraestructura integrada de produccion y caracterizacion de nanomateriales biomateriales y sistemas en biomedicina nanbiosis; ;;Servicio de Caracterización de Dispersiones Coloidales;servicio de caracterizacion de dispersiones coloidales; ;8.0
1279;1291;1318.0;1305.0;Nodo de ICTS Distribuida; ;NANBIOSIS;Infraestructura Integrada de Producción y Caracterización de Nanomateriales, Biomateriales y Sistemas en Biomedicina (NANBIOSIS);Infraestructura Integrada de Producción y Caracterización de Nanomateriales, Biomateriales y Sistemas en Biomedicina (NANBIOSIS);Infraestructura Científico Técnica Singular (ICTS);ICTS Distribuida; ;;; ;;Sin localización única;https://www.nanbiosis.es/; ; ;ACTIVO; ;AMB LAB-I3A; ;Tissue & Scaffold Characterization Unit;Unidad/Grupo de Investigación;Grupo Investigación propio;Calle de Mariano Esquillor Gómez, s/n;50018.0;50.0;Zaragoza;2.0;Aragón;https://amb.unizar.es/; ; ;ACTIVO;Infraestructura Integrada de Producción y Caracterización de Nanomateriales, Biomateriales y Sistemas en Biomedicina (NANBIOSIS);infraestructura integrada de produccion y caracterizacion de nanomateriales biomateriales y sistemas en biomedicina nanbiosis; ;;Tissue & Scaffold Characterization Unit;tissue scaffold characterization unit; ;50.0
1280;1291;1318.0;1306.0;Nodo de ICTS Distribuida; ;NANBIOSIS;Infraestructura Integrada de Producción y Caracterización de Nanomateriales, Biomateriales y Sistemas en Biomedicina (NANBIOSIS);Infraestructura Integrada de Producción y Caracterización de Nanomateriales, Biomateriales y Sistemas en Biomedicina (NANBIOSIS);Infraestructura Científico Técnica Singular (ICTS);ICTS Distribuida; ;;; ;;Sin localización única;https://www.nanbiosis.es/; ; ;ACTIVO; ;AM-UNEX; ;Adhesión Microbiana de la Universidad de Extremadura;Unidad/Grupo de Investigación;Grupo Investigación propio; ;6006.0;6.0;Badajoz;11.0;Extremadura;https://opendata.unex.es/investiga/grupos-de-investigacion/FQM006; ; ;ACTIVO;Infraestructura Integrada de Producción y Caracterización de Nanomateriales, Biomateriales y Sistemas en Biomedicina (NANBIOSIS);infraestructura integrada de produccion y caracterizacion de nanomateriales biomateriales y sistemas en biomedicina nanbiosis; ;;Adhesión Microbiana de la Universidad de Extremadura;adhesion microbiana de la universidad de extremadura; ;6.0
1281;1291;1318.0;1307.0;Nodo de ICTS Distribuida; ;NANBIOSIS;Infraestructura Integrada de Producción y Caracterización de Nanomateriales, Biomateriales y Sistemas en Biomedicina (NANBIOSIS);Infraestructura Integrada de Producción y Caracterización de Nanomateriales, Biomateriales y Sistemas en Biomedicina (NANBIOSIS);Infraestructura Científico Técnica Singular (ICTS);ICTS Distribuida; ;;; ;;Sin localización única;https://www.nanbiosis.es/; ; ;ACTIVO; ;HERMES; ;Supercomputing Cluster;Infraestructura;Infraestructura propia;Calle Mariano Esquillor s/n 50018, Zaragoza;50018.0;50.0;Zaragoza;2.0;Aragón;https://i3a.unizar.es/en/singular-infrastructures/supercomputing-cluster; ; ;ACTIVO;Infraestructura Integrada de Producción y Caracterización de Nanomateriales, Biomateriales y Sistemas en Biomedicina (NANBIOSIS);infraestructura integrada de produccion y caracterizacion de nanomateriales biomateriales y sistemas en biomedicina nanbiosis; ;;Supercomputing Cluster;supercomputing cluster; ;50.0
1292;1291;1318.0;1319.0;Nodo de ICTS Distribuida; ;NANBIOSIS;Infraestructura Integrada de Producción y Caracterización de Nanomateriales, Biomateriales y Sistemas en Biomedicina (NANBIOSIS);Infraestructura Integrada de Producción y Caracterización de Nanomateriales, Biomateriales y Sistemas en Biomedicina (NANBIOSIS);Infraestructura Científico Técnica Singular (ICTS);ICTS Distribuida; ;;; ;;Sin localización única;https://www.nanbiosis.es/; ; ;ACTIVO; ;MicroFabSpace; ;MicroFabSpace;Infraestructura;Infraestructura propia;Parc Científic de Barcelona, Baldiri Reixac, 10-12;8028.0;8.0;Barcelona;9.0;Cataluña;https://ibecbarcelona.eu/services/microfabspace/; ; ;ACTIVO;Infraestructura Integrada de Producción y Caracterización de Nanomateriales, Biomateriales y Sistemas en Biomedicina (NANBIOSIS);infraestructura integrada de produccion y caracterizacion de nanomateriales biomateriales y sistemas en biomedicina nanbiosis; ;;MicroFabSpace;microfabspace; ;8.0
1293;1291;1318.0;1320.0;Nodo de ICTS Distribuida; ;NANBIOSIS;Infraestructura Integrada de Producción y Caracterización de Nanomateriales, Biomateriales y Sistemas en Biomedicina (NANBIOSIS);Infraestructura Integrada de Producción y Caracterización de Nanomateriales, Biomateriales y Sistemas en Biomedicina (NANBIOSIS);Infraestructura Científico Técnica Singular (ICTS);ICTS Distribuida; ;;; ;;Sin localización única;https://www.nanbiosis.es/; ; ;ACTIVO; ;SEM; ;Scanning Electron Microscope;Infraestructura;Infraestructura propia;Parc Científic de Barcelona, Baldiri Reixac, 10-12;8028.0;8.0;Barcelona;9.0;Cataluña;https://ibecbarcelona.eu/wp-content/uploads/2018/12/SEM.pdf; ; ;ACTIVO;Infraestructura Integrada de Producción y Caracterización de Nanomateriales, Biomateriales y Sistemas en Biomedicina (NANBIOSIS);infraestructura integrada de produccion y caracterizacion de nanomateriales biomateriales y sistemas en biomedicina nanbiosis; ;;Scanning Electron Microscope;scanning electron microscope; ;8.0
1294;1291;1318.0;1321.0;Nodo de ICTS Distribuida; ;NANBIOSIS;Infraestructura Integrada de Producción y Caracterización de Nanomateriales, Biomateriales y Sistemas en Biomedicina (NANBIOSIS);Infraestructura Integrada de Producción y Caracterización de Nanomateriales, Biomateriales y Sistemas en Biomedicina (NANBIOSIS);Infraestructura Científico Técnica Singular (ICTS);ICTS Distribuida; ;;; ;;Sin localización única;https://www.nanbiosis.es/; ; ;ACTIVO; ;NBA; ;Nanobiosensors and Bioanalytical Applications;Unidad/Grupo de Investigación;Grupo Investigación propio;Campus de la UAB, Cerdanyola del Vallès;8193.0;9.0;Barcelona;9.0;Cataluña;https://icn2.cat/en/nanobiosensors-and-bioanalytical-applications-group; ; ;ACTIVO;Infraestructura Integrada de Producción y Caracterización de Nanomateriales, Biomateriales y Sistemas en Biomedicina (NANBIOSIS);infraestructura integrada de produccion y caracterizacion de nanomateriales biomateriales y sistemas en biomedicina nanbiosis; ;;Nanobiosensors and Bioanalytical Applications;nanobiosensors and bioanalytical applications; ;9.0
1295;1291;1318.0;1322.0;Nodo de ICTS Distribuida; ;NANBIOSIS;Infraestructura Integrada de Producción y Caracterización de Nanomateriales, Biomateriales y Sistemas en Biomedicina (NANBIOSIS);Infraestructura Integrada de Producción y Caracterización de Nanomateriales, Biomateriales y Sistemas en Biomedicina (NANBIOSIS);Infraestructura Científico Técnica Singular (ICTS);ICTS Distribuida; ;;; ;;Sin localización única;https://www.nanbiosis.es/; ; ;ACTIVO; ;PPP; ;Applied Proteomics and Protein Engineering;Unidad/Grupo de Investigación;Grupo Investigación propio;Bellaterra-Cerdanyola del Vallés;8193.0;8.0;Barcelona;9.0;Cataluña;https://ibb.uab.cat/wp-content/themes/viral/modules/ibb_membres/view_membre.php?CodiMembre=142; ; ;ACTIVO;Infraestructura Integrada de Producción y Caracterización de Nanomateriales, Biomateriales y Sistemas en Biomedicina (NANBIOSIS);infraestructura integrada de produccion y caracterizacion de nanomateriales biomateriales y sistemas en biomedicina nanbiosis; ;;Applied Proteomics and Protein Engineering;applied proteomics and protein engineering; ;8.0
1296;1291;1318.0;1323.0;Nodo de ICTS Distribuida; ;NANBIOSIS;Infraestructura Integrada de Producción y Caracterización de Nanomateriales, Biomateriales y Sistemas en Biomedicina (NANBIOSIS);Infraestructura Integrada de Producción y Caracterización de Nanomateriales, Biomateriales y Sistemas en Biomedicina (NANBIOSIS);Infraestructura Científico Técnica Singular (ICTS);ICTS Distribuida; ;;; ;;Sin localización única;https://www.nanbiosis.es/; ; ;ACTIVO; ;NFP; ;Nanostructured, Films and Particles;Unidad/Grupo de Investigación;Grupo Investigación propio;C/ Mariano Esquillor s/n;50018.0;50.0;Zaragoza;2.0;Aragón;https://nfp.unizar.es/; ; ;ACTIVO;Infraestructura Integrada de Producción y Caracterización de Nanomateriales, Biomateriales y Sistemas en Biomedicina (NANBIOSIS);infraestructura integrada de produccion y caracterizacion de nanomateriales biomateriales y sistemas en biomedicina nanbiosis; ;;Nanostructured, Films and Particles;nanostructured films and particles; ;50.0
963;1297;1325.0;977.0;Nodo de ICTS en Red; ;RES;Red Española de Supercomputación (RES);Red Española de Supercomputación (RES);Infraestructura Científico Técnica Singular (ICTS);ICTS en Red; ;;; ;;Sin localización única;https://www.res.es/; ; ;ACTIVO; ;MareNostrum;MareNostrum y MinoTauro del Barcelona Supercomputing Center – Centro Nacional de Supercomputación (BSC-CNS);Marenostrum y Minotauro del Barcelona Supercomputing Center;Infraestructura;Infraestructura propia;Carrer de Jordi Girona, 29, 31;8034.0;8.0;Barcelona;9.0;Cataluña;http://www.bsc.es/; ; ;ACTIVO;Red Española de Supercomputación (RES);red espanola de supercomputacion res; ;;Marenostrum y Minotauro del Barcelona Supercomputing Center;marenostrum y minotauro del barcelona supercomputing center; ;8.0
964;1297;1325.0;978.0;Nodo de ICTS en Red; ;RES;Red Española de Supercomputación (RES);Red Española de Supercomputación (RES);Infraestructura Científico Técnica Singular (ICTS);ICTS en Red; ;;; ;;Sin localización única;https://www.res.es/; ; ;ACTIVO; ;FinisTerrae;Supercomputador Finis Terrae en el Centro de Supercomputación de Galicia (CESGA);Supercomputador Finis Terrae en el Centro de Supercomputación de Galicia;Infraestructura;Infraestructura propia;Avenida de Vigo, Santiago de Compostela;15705.0;15.0;Coruña, A;12.0;Galicia;https://www.cesga.es/; ; ;ACTIVO;Red Española de Supercomputación (RES);red espanola de supercomputacion res; ;;Supercomputador Finis Terrae en el Centro de Supercomputación de Galicia;supercomputador finis terrae en el centro de supercomputacion de galicia; ;15.0
965;1297;1325.0;979.0;Orgánica Directa; ;RES;Red Española de Supercomputación (RES);Red Española de Supercomputación (RES);Infraestructura Científico Técnica Singular (ICTS);ICTS en Red; ;;; ;;Sin localización única;https://www.res.es/; ; ;ACTIVO; ;PIRINEUS & CANIGO;Infraestructuras de computación del Consorci de Serveis Universitaris de Catalunya (CSUC);Infraestructuras de Computación del Consorci de Serveis Universitaris de Catalunya;Infraestructura;Infraestructura propia;Gran Capità, 2;8034.0;8.0;Barcelona;9.0;Cataluña;https://www.csuc.cat/es/investigacion/supercomputacion; ; ;ACTIVO;Red Española de Supercomputación (RES);red espanola de supercomputacion res; ;;Infraestructuras de Computación del Consorci de Serveis Universitaris de Catalunya;infraestructuras de computacion del consorci de serveis universitaris de catalunya; ;8.0
